Time,Anomaly (deg C),Lower confidence limit (2.5%),Upper confidence limit (97.5%)
1897-05,-0.060273312,-0.46757084,0.35570887
1897-06,-0.13138564,-0.5348231,0.28083676
1897-07,-0.07919254,-0.4557481,0.30678076
1897-08,-0.18755136,-0.61072266,0.24403962
1897-09,-0.011639558,-0.35552287,0.34257513
1897-10,-0.26309764,-0.63565916,0.11903769
1897-11,-0.481227,-0.9419813,-0.01266415
1897-12,-0.5778763,-1.0974683,-0.051335875
1898-01,0.27320322,-0.31271338,0.8651726
1898-02,-0.46987262,-1.1443939,0.20991702
1898-03,-1.3474697,-2.0252242,-0.66446054
1898-04,-0.7455854,-1.2993402,-0.18540782
1898-05,-0.62992984,-1.0460073,-0.20531094
1898-06,-0.21555576,-0.6168365,0.19459417
1898-07,-0.3224683,-0.69531786,0.0599293
1898-08,-0.13671918,-0.55785495,0.29290023
1898-09,-0.11939669,-0.46655822,0.23804376
1898-10,-0.5656002,-0.9275602,-0.19374983
1898-11,-0.39324468,-0.8275441,0.049357455
1898-12,-0.110538326,-0.5993139,0.38564605
1899-01,-0.13094015,-0.70276827,0.44708246
1899-02,-0.73958015,-1.3803307,-0.09328404
1899-03,-0.84014785,-1.5104427,-0.16453362
1899-04,-0.29278886,-0.8310567,0.2521029
1899-05,-0.5257488,-0.93281215,-0.10994571
1899-06,-0.60583675,-1.0093648,-0.19347385
1899-07,-0.20795171,-0.5768848,0.17064765
1899-08,-0.21499828,-0.6339678,0.21252684
1899-09,0.029899959,-0.32210737,0.39205748
1899-10,-0.20450184,-0.5750897,0.17576358
1899-11,0.26765215,-0.18252729,0.72584754
1899-12,-0.6328116,-1.1297917,-0.12854879
1900-01,-0.520703,-1.1115592,0.076116465
1900-02,-0.44354668,-1.097965,0.2162553
1900-03,-0.47983435,-1.1634078,0.20890342
1900-04,-0.44035295,-0.977699,0.10353921
1900-05,-0.25782117,-0.65103036,0.14429146
1900-06,0.0034313984,-0.39361063,0.40929848
1900-07,-0.23732068,-0.59196573,0.12718114
1900-08,-0.11261235,-0.53675455,0.3198028
1900-09,-0.25199604,-0.5959793,0.10217184
1900-10,0.31596667,-0.04810195,0.6896736
1900-11,-0.19880012,-0.6326093,0.24312639
1900-12,0.15923056,-0.3250826,0.65083706
1901-01,-0.22556649,-0.79243946,0.34741038
1901-02,-0.5511371,-1.1824358,0.08565179
1901-03,-0.121095486,-0.800321,0.56323874
1901-04,-0.039450433,-0.5673808,0.4950421
1901-05,-0.16684045,-0.5455746,0.22099224
1901-06,0.11930551,-0.27911732,0.52639455
1901-07,0.007941224,-0.34054446,0.36631975
1901-08,-0.043060947,-0.4654364,0.3875176
1901-09,-0.09609922,-0.4410248,0.25883022
1901-10,-0.19121772,-0.55600923,0.18305166
1901-11,-0.35323688,-0.7810487,0.08266953
1901-12,-0.41600716,-0.88301855,0.05846672
1902-01,0.051686093,-0.495586,0.6051894
1902-02,-0.0627509,-0.6734012,0.55349314
1902-03,-0.33341074,-0.98178434,0.32023767
1902-04,-0.4766131,-0.98588926,0.039365057
1902-05,-0.42248565,-0.7910775,-0.044681624
1902-06,-0.27519378,-0.66697246,0.12527043
1902-07,-0.42480868,-0.76644135,-0.07324723
1902-08,-0.469232,-0.88263065,-0.047573052
1902-09,-0.3874895,-0.72915304,-0.03586969
1902-10,-0.5571909,-0.91642404,-0.18846947
1902-11,-0.65200275,-1.0643498,-0.23137537
1902-12,-0.85744476,-1.3208225,-0.38666603
1903-01,-0.18285045,-0.72571206,0.36618617
1903-02,0.08213546,-0.5179702,0.68784094
1903-03,-0.19687541,-0.84184915,0.45331526
1903-04,-0.56505233,-1.06062,-0.06271915
1903-05,-0.57543236,-0.9336758,-0.20788868
1903-06,-0.53459907,-0.9226929,-0.13788979
1903-07,-0.49352962,-0.8360134,-0.14132379
1903-08,-0.41371807,-0.8230826,0.0038359838
1903-09,-0.33297363,-0.67145663,0.015376849
1903-10,-0.55746007,-0.9143119,-0.19123033
1903-11,-0.67161113,-1.0940701,-0.24119294
1903-12,-0.8127066,-1.2814038,-0.33681798
1904-01,-0.8224476,-1.3610237,-0.27775863
1904-02,-0.7008866,-1.3027174,-0.09357386
1904-03,-0.9591337,-1.5840033,-0.32898542
1904-04,-0.5680638,-1.0548984,-0.07445349
1904-05,-0.4988531,-0.8579205,-0.13064517
1904-06,-0.47211605,-0.86456543,-0.07126997
1904-07,-0.47871414,-0.8204695,-0.12735759
1904-08,-0.39167377,-0.8001248,0.024857176
1904-09,-0.48656744,-0.82665926,-0.1367987
1904-10,-0.39640242,-0.7548939,-0.028701575
1904-11,-0.30979982,-0.73635703,0.12453108
1904-12,-0.458558,-0.93438184,0.024254592
1905-01,-0.5200692,-1.0425258,0.008583002
1905-02,-1.3547682,-1.9239265,-0.7799168
1905-03,-0.56209075,-1.1742228,0.055343922
1905-04,-0.7059885,-1.1854923,-0.21972893
1905-05,-0.38518736,-0.7368429,-0.02436209
1905-06,-0.11278174,-0.5067053,0.28937033
1905-07,-0.2814747,-0.6219706,0.06851097
1905-08,-0.25082454,-0.6625015,0.16872767
1905-09,-0.18112628,-0.5263292,0.1734511
1905-10,-0.47028255,-0.82139516,-0.10994148
1905-11,-0.010779092,-0.4437357,0.42970183
1905-12,-0.053285602,-0.525224,0.4255777
1906-01,0.07760611,-0.43068737,0.59217995
1906-02,-0.41596293,-0.98761684,0.16129124
1906-03,-0.54398793,-1.1432155,0.0605821
1906-04,0.09929399,-0.36706874,0.5724975
1906-05,0.00026220115,-0.34875047,0.35838917
1906-06,-0.10565624,-0.49951085,0.29630584
1906-07,-0.16808526,-0.505006,0.17828238
1906-08,-0.14980516,-0.5584651,0.26669124
1906-09,-0.2900301,-0.63287723,0.06212344
1906-10,-0.1682153,-0.519265,0.19193642
1906-11,-0.5668285,-0.9811787,-0.1447356
1906-12,-0.15671024,-0.6071197,0.30084336
1907-01,-0.6129284,-1.0863563,-0.13287003
1907-02,-0.7980218,-1.3408675,-0.24937786
1907-03,-0.5795939,-1.1441355,-0.009470432
1907-04,-0.88570744,-1.3380207,-0.42643887
1907-05,-0.9358839,-1.2779295,-0.58468145
1907-06,-0.67595875,-1.0606487,-0.28310376
1907-07,-0.4427878,-0.7877778,-0.08869181
1907-08,-0.5386127,-0.9510792,-0.118487544
1907-09,-0.36559162,-0.70222324,-0.019611428
1907-10,-0.12244623,-0.45722285,0.22171105
1907-11,-0.76689667,-1.1883476,-0.3379321
1907-12,-0.5533615,-1.0138369,-0.0859846
1908-01,-0.16816624,-0.64975893,0.31983268
1908-02,-0.36230844,-0.910396,0.19142346
1908-03,-0.85454583,-1.4223497,-0.28129017
1908-04,-0.57939965,-1.0390408,-0.11303215
1908-05,-0.4446085,-0.7898738,-0.09041159
1908-06,-0.32707104,-0.7101162,0.06405007
1908-07,-0.32222185,-0.6657292,0.03028123
1908-08,-0.47958958,-0.8940305,-0.057660762
1908-09,-0.24283294,-0.5757271,0.09934789
1908-10,-0.52237207,-0.8520567,-0.18330912
1908-11,-0.7396642,-1.1545796,-0.3172592
1908-12,-0.39699805,-0.8438425,0.056815922
1909-01,-0.64540666,-1.1305631,-0.15401185
1909-02,-0.5940685,-1.1632571,-0.019547896
1909-03,-0.81660634,-1.391579,-0.23634572
1909-04,-0.74936736,-1.208746,-0.28338015
1909-05,-0.7302091,-1.0633285,-0.38801986
1909-06,-0.39218965,-0.7693159,-0.007025618
1909-07,-0.3682803,-0.7103063,-0.017398827
1909-08,0.024181573,-0.38822275,0.44396684
1909-09,-0.058928903,-0.38370046,0.27517837
1909-10,-0.08111272,-0.40126568,0.24850717
1909-11,-0.0012309976,-0.41598532,0.42088377
1909-12,-0.63100386,-1.0882415,-0.16706984
1910-01,-0.079914816,-0.5634627,0.4098305
1910-02,-0.3919563,-0.955919,0.17733675
1910-03,-0.3884839,-0.9576253,0.18595152
1910-04,-0.282671,-0.7343735,0.1756984
1910-05,-0.3333835,-0.66388446,0.0061835567
1910-06,-0.29515764,-0.6583466,0.07630386
1910-07,-0.18737634,-0.5274482,0.16154079
1910-08,-0.16603002,-0.55874795,0.23438744
1910-09,-0.19130078,-0.5171778,0.14380768
1910-10,-0.39979282,-0.7107654,-0.07915021
1910-11,-0.7853556,-1.1965833,-0.3668027
1910-12,-0.701444,-1.1638551,-0.23247048
1911-01,-0.61213297,-1.0825695,-0.13540693
1911-02,-0.92327523,-1.4554203,-0.38553965
1911-03,-0.8427719,-1.383308,-0.29672706
1911-04,-0.72231776,-1.1668268,-0.27111542
1911-05,-0.39925912,-0.7256952,-0.06376692
1911-06,-0.40438226,-0.76259154,-0.037892353
1911-07,-0.23297636,-0.5690122,0.11189575
1911-08,-0.2168586,-0.6074537,0.18135965
1911-09,-0.2574581,-0.5779096,0.072263815
1911-10,-0.3634115,-0.6645606,-0.052388456
1911-11,-0.15079375,-0.5617873,0.26750833
1911-12,-0.07292881,-0.5420839,0.40265378
1912-01,-0.46162817,-0.9279054,0.010922569
1912-02,-0.047559246,-0.5870016,0.49732226
1912-03,-0.5769681,-1.1245841,-0.023968628
1912-04,-0.44264016,-0.8886324,0.009957293
1912-05,-0.2720815,-0.5866742,0.05183806
1912-06,-0.06999391,-0.41929048,0.28774935
1912-07,-0.5550995,-0.88522744,-0.2160297
1912-08,-0.6512596,-1.036465,-0.2583474
1912-09,-0.63192517,-0.94722176,-0.30721128
1912-10,-0.7858159,-1.0856336,-0.47610345
1912-11,-0.6015937,-1.0124383,-0.18345247
1912-12,-0.29582912,-0.7453427,0.16037147
1913-01,-0.24167402,-0.7004506,0.2234912
1913-02,-0.68158984,-1.225361,-0.1324073
1913-03,-0.6789507,-1.2219467,-0.13053757
1913-04,-0.2496935,-0.68940336,0.1967118
1913-05,-0.82355815,-1.1349357,-0.5027816
1913-06,-0.6414287,-0.98938566,-0.2850185
1913-07,-0.29212558,-0.61685646,0.04166156
1913-08,-0.13037461,-0.5092246,0.2562744
1913-09,-0.2584503,-0.57064426,0.06318894
1913-10,-0.3123947,-0.6082945,-0.006548238
1913-11,0.1713681,-0.22405255,0.5742969
1913-12,0.26340365,-0.18845037,0.7218538
1914-01,0.52421075,0.053323615,1.0012252
1914-02,0.19972844,-0.35487187,0.759542
1914-03,-0.089908496,-0.6580927,0.48338395
1914-04,-0.3238171,-0.7650194,0.12396713
1914-05,-0.102379054,-0.4120908,0.21665727
1914-06,-0.06389831,-0.4110974,0.29166594
1914-07,-0.09991126,-0.4163977,0.22574396
1914-08,-0.10399677,-0.48341402,0.28310245
1914-09,-0.16220161,-0.46873188,0.15383361
1914-10,0.002165366,-0.2872325,0.30162093
1914-11,-0.363297,-0.76506156,0.045803685
1914-12,-0.3320114,-0.7722744,0.11494979
1915-01,-0.04304412,-0.5252742,0.44510004
1915-02,0.31014174,-0.24643216,0.87187827
1915-03,-0.5947544,-1.1585313,-0.02587931
1915-04,0.10048895,-0.350633,0.5579832
1915-05,-0.25517043,-0.5608692,0.059864987
1915-06,-0.15903667,-0.49882618,0.18915753
1915-07,0.05252195,-0.2654409,0.37949
1915-08,-0.09737706,-0.47696838,0.28981632
1915-09,0.017578725,-0.28419623,0.32889694
1915-10,-0.18625791,-0.4763441,0.11378989
1915-11,-0.001919582,-0.40410906,0.40752986
1915-12,-0.07810733,-0.51458114,0.36506537
1916-01,0.042266205,-0.44078794,0.5312137
1916-02,-0.08663524,-0.6366665,0.4686054
1916-03,-0.70375437,-1.2606114,-0.14175615
1916-04,-0.34006888,-0.77870244,0.10510282
1916-05,-0.35539988,-0.6581594,-0.043241266
1916-06,-0.52076435,-0.85899544,-0.17407334
1916-07,-0.21077242,-0.5302983,0.11770237
1916-08,-0.1861544,-0.56396556,0.1992571
1916-09,-0.29339218,-0.5930432,0.015809065
1916-10,-0.32354146,-0.60823345,-0.02873101
1916-11,-0.46309254,-0.8586506,-0.06017163
1916-12,-0.91556096,-1.3510302,-0.47340655
1917-01,-0.6154626,-1.081902,-0.14287338
1917-02,-1.2925255,-1.8379201,-0.7418578
1917-03,-1.220805,-1.7719442,-0.6644293
1917-04,-0.70863605,-1.1459188,-0.26474223
1917-05,-1.1488028,-1.447374,-0.840601
1917-06,-0.4211083,-0.7578801,-0.07571542
1917-07,-0.06948729,-0.38230494,0.2526161
1917-08,-0.2672834,-0.64158225,0.11483582
1917-09,-0.10284863,-0.40546846,0.20943394
1917-10,-0.55005103,-0.83219385,-0.25758824
1917-11,-0.32932672,-0.7125938,0.061658684
1917-12,-1.2526771,-1.688461,-0.81006444
1918-01,-0.77930164,-1.240157,-0.3121665
1918-02,-0.5709603,-1.091208,-0.045134973
1918-03,-0.5893394,-1.1182916,-0.054881357
1918-04,-0.6265332,-1.0537796,-0.19247244
1918-05,-0.7548994,-1.0519108,-0.44812894
1918-06,-0.4258255,-0.76839995,-0.07474095
1918-07,-0.40427408,-0.72039753,-0.07893864
1918-08,-0.33060694,-0.7041783,0.050830003
1918-09,-0.23067006,-0.53303975,0.0814114
1918-10,0.1697092,-0.113161236,0.46294075
1918-11,-0.2834108,-0.67055905,0.11140827
1918-12,-0.34178463,-0.77265465,0.09598645
1919-01,-0.104806565,-0.56972075,0.36632162
1919-02,-0.28059453,-0.8013128,0.24570863
1919-03,-0.54649997,-1.0555265,-0.031737126
1919-04,-0.07973807,-0.51828474,0.36545825
1919-05,-0.39227727,-0.6967704,-0.078290716
1919-06,-0.11402579,-0.4640611,0.2443552
1919-07,-0.16158558,-0.47556108,0.16171336
1919-08,-0.15376887,-0.5304183,0.23072414
1919-09,-0.070105895,-0.3732278,0.24275568
1919-10,-0.25211492,-0.53337103,0.039646517
1919-11,-0.81334,-1.2279421,-0.39151496
1919-12,-0.55048174,-0.98665917,-0.107409224
1920-01,-0.09496655,-0.54224724,0.35876814
1920-02,-0.4861464,-0.9940944,0.027530633
1920-03,-0.09553633,-0.59738547,0.41214132
1920-04,-0.2842212,-0.7188241,0.15710612
1920-05,-0.2037173,-0.50543386,0.10764749
1920-06,-0.22031175,-0.5580502,0.12610534
1920-07,-0.062307887,-0.37276298,0.25758386
1920-08,-0.16085668,-0.534461,0.22064744
1920-09,-0.054179754,-0.3481961,0.24983461
1920-10,-0.3554854,-0.62620026,-0.073923714
1920-11,-0.55068064,-0.9423962,-0.15132773
1920-12,-0.58596045,-1.008358,-0.1564527
1921-01,0.2999914,-0.12778862,0.73463666
1921-02,-0.14527659,-0.63526726,0.35074008
1921-03,-0.05152794,-0.517282,0.4205914
1921-04,-0.031175653,-0.44282147,0.38768613
1921-05,0.06734288,-0.23771687,0.3821165
1921-06,0.048603,-0.28571978,0.39185154
1921-07,-0.010184515,-0.31880862,0.3081479
1921-08,-0.3406548,-0.7117496,0.03854634
1921-09,-0.18318424,-0.47875103,0.12252397
1921-10,-0.19813861,-0.47210124,0.08684343
1921-11,-0.5989925,-0.96693814,-0.22273625
1921-12,-0.13621892,-0.54587966,0.28094363
1922-01,-0.58098334,-1.0010741,-0.15375485
1922-02,-0.5080957,-0.9866052,-0.023246177
1922-03,-0.35393092,-0.8280845,0.12659906
1922-04,-0.09337896,-0.5059645,0.32658163
1922-05,-0.13691843,-0.42934215,0.16588739
1922-06,-0.14281186,-0.47840336,0.20192873
1922-07,-0.21052474,-0.51115894,0.100314386
1922-08,-0.21547258,-0.5789092,0.15651059
1922-09,-0.16685985,-0.45463678,0.1316304
1922-10,-0.2726098,-0.5449707,0.011137754
1922-11,-0.15774031,-0.51972765,0.21294042
1922-12,-0.21679167,-0.62362075,0.19782683
1923-01,-0.00731198,-0.41367868,0.40669668
1923-02,-0.63423693,-1.0966079,-0.1650984
1923-03,-0.3735731,-0.8489886,0.108450964
1923-04,-0.7316288,-1.1198767,-0.33527693
1923-05,-0.37994814,-0.6634531,-0.08542337
1923-06,-0.28692925,-0.62059164,0.056225322
1923-07,-0.43888274,-0.7339114,-0.13310757
1923-08,-0.42781675,-0.7882224,-0.058527615
1923-09,-0.17556185,-0.45794013,0.118142806
1923-10,-0.036211256,-0.30376115,0.2433421
1923-11,0.17414564,-0.17375714,0.5313874
1923-12,0.162114,-0.23446462,0.56692827
1924-01,-0.4700677,-0.8631651,-0.06884339
1924-02,-0.5124495,-0.9567676,-0.06087704
1924-03,-0.47907946,-0.9478546,-0.0033820444
1924-04,-0.6198896,-1.0062906,-0.22510788
1924-05,-0.33524144,-0.61400765,-0.04485395
1924-06,-0.16537346,-0.49469173,0.1738757
1924-07,-0.17947511,-0.46767306,0.12011359
1924-08,-0.21289758,-0.5701029,0.15363844
1924-09,-0.041798834,-0.32539636,0.25345176
1924-10,-0.14769416,-0.41736805,0.13437355
1924-11,-0.14828019,-0.49709642,0.21021989
1924-12,-0.5511828,-0.95545846,-0.13844839
1925-01,-0.37191364,-0.78633195,0.05050857
1925-02,-0.11006356,-0.56182253,0.34906614
1925-03,-0.28568384,-0.7612948,0.19694732
1925-04,-0.13253021,-0.5053528,0.24929298
1925-05,-0.33862844,-0.61278474,-0.052231144
1925-06,-0.33116564,-0.6511172,-0.0006417947
1925-07,-0.3604821,-0.6443338,-0.0646238
1925-08,-0.079565175,-0.43469384,0.28520325
1925-09,-0.21290839,-0.49222824,0.07867108
1925-10,-0.5077948,-0.76999635,-0.23242511
1925-11,-0.06494612,-0.40085313,0.28142503
1925-12,0.18598089,-0.20961206,0.5905098
1926-01,0.42661643,0.015504286,0.84617066
1926-02,0.47592184,0.025947876,0.9337032
1926-03,0.012673293,-0.46739063,0.50009507
1926-04,-0.36284733,-0.7316082,0.015504545
1926-05,-0.45427465,-0.71680135,-0.17828856
1926-06,-0.1626917,-0.48474294,0.17044412
1926-07,-0.24487084,-0.5298846,0.052754793
1926-08,-0.045930345,-0.40247673,0.32083836
1926-09,0.0011249864,-0.28181812,0.29686636
1926-10,-0.09351119,-0.3581068,0.18481876
1926-11,0.08498187,-0.23596108,0.41746044
1926-12,-0.46486142,-0.8484185,-0.07152783
1927-01,-0.29335538,-0.6991395,0.12148859
1927-02,-0.17348723,-0.61268187,0.27415198
1927-03,-0.42633247,-0.89606506,0.05138863
1927-04,-0.41494718,-0.77772325,-0.041831817
1927-05,-0.45267054,-0.71072125,-0.18013903
1927-06,-0.20780939,-0.52803576,0.12421347
1927-07,-0.004018966,-0.28757384,0.29299092
1927-08,-0.1457012,-0.49654403,0.21613468
1927-09,0.037632227,-0.2437191,0.3325921
1927-10,0.2485481,-0.01197689,0.52377915
1927-11,-0.03811535,-0.3645399,0.300284
1927-12,-0.8085323,-1.1861768,-0.42038286
1928-01,0.06916295,-0.32363147,0.47192132
1928-02,-0.09020271,-0.51797277,0.34674767
1928-03,-0.5193878,-0.9740044,-0.056047063
1928-04,-0.2701821,-0.6280024,0.098762885
1928-05,-0.29127678,-0.54480094,-0.022135358
1928-06,-0.49715522,-0.81625766,-0.16542624
1928-07,-0.09444644,-0.37702963,0.20248367
1928-08,-0.12672076,-0.4757624,0.23417911
1928-09,0.0037712457,-0.2752907,0.2976268
1928-10,-0.023985628,-0.28287718,0.25085738
1928-11,0.079823315,-0.24295434,0.41567078
1928-12,-0.056911226,-0.4358826,0.33332023
1929-01,-0.7324035,-1.1317157,-0.32257062
1929-02,-1.3706416,-1.7977916,-0.93358237
1929-03,-0.5206225,-0.97188103,-0.059900817
1929-04,-0.69378734,-1.0448608,-0.3305127
1929-05,-0.42052424,-0.67376506,-0.15039378
1929-06,-0.42777008,-0.737914,-0.10354755
1929-07,-0.40593985,-0.68000895,-0.11592685
1929-08,-0.15601088,-0.50166243,0.20252658
1929-09,-0.25062284,-0.52203166,0.03714873
1929-10,0.015778031,-0.24176678,0.29071364
1929-11,0.005113261,-0.30615374,0.33094275
1929-12,-0.8337797,-1.1936505,-0.4611285
1930-01,-0.41421452,-0.8154463,-0.0018169187
1930-02,-0.17183709,-0.6035818,0.27024
1930-03,-0.07120794,-0.51814514,0.38577625
1930-04,-0.1795449,-0.52066743,0.17458394
1930-05,-0.3060718,-0.55540234,-0.039215464
1930-06,-0.08052027,-0.38733137,0.24064007
1930-07,0.0065070004,-0.2607974,0.29018402
1930-08,0.055756938,-0.28565714,0.4101412
1930-09,-0.14113624,-0.40900654,0.14309871
1930-10,-0.17887296,-0.43293574,0.092109315
1930-11,0.12096467,-0.1874271,0.44339535
1930-12,-0.12252347,-0.46923226,0.23661828
1931-01,0.0048701363,-0.3732154,0.3944278
1931-02,-0.48818287,-0.8958544,-0.06989877
1931-03,-0.28084695,-0.71100396,0.15928079
1931-04,-0.3839367,-0.7157058,-0.03941556
1931-05,-0.30420494,-0.54881567,-0.042611133
1931-06,0.021182925,-0.2846712,0.3407396
1931-07,0.10968534,-0.15096684,0.38631162
1931-08,0.10361585,-0.24093767,0.46036813
1931-09,-0.025793962,-0.29624465,0.26003954
1931-10,0.16742893,-0.082890384,0.43418005
1931-11,-0.12885377,-0.42385873,0.179999
1931-12,0.08491516,-0.25584903,0.43773615
1932-01,0.83516425,0.45365125,1.2272129
1932-02,-0.47889626,-0.89362735,-0.054482803
1932-03,-0.6777395,-1.1140637,-0.2323099
1932-04,0.015127756,-0.32015523,0.36213592
1932-05,-0.22394414,-0.4649537,0.03308688
1932-06,-0.17983812,-0.48346356,0.13661422
1932-07,-0.07482622,-0.334876,0.19998538
1932-08,-0.048561625,-0.3935568,0.3077171
1932-09,0.09654555,-0.171716,0.37908837
1932-10,0.08692403,-0.16232204,0.35139468
1932-11,-0.29494354,-0.5865948,0.009779634
1932-12,-0.16323648,-0.5069316,0.19153406
1933-01,-0.5336429,-0.9168813,-0.14062765
1933-02,-0.6316101,-1.0299734,-0.22388956
1933-03,-0.5607425,-0.9698302,-0.14255087
1933-04,-0.31648582,-0.6288835,0.007706865
1933-05,-0.21730141,-0.4475873,0.028685465
1933-06,-0.23385684,-0.533564,0.077999294
1933-07,-0.01593179,-0.27073616,0.25299257
1933-08,-0.036498223,-0.37930608,0.316886
1933-09,-0.082525104,-0.3455776,0.19401549
1933-10,-0.07905561,-0.3173309,0.17402287
1933-11,-0.3731801,-0.6416533,-0.09153831
1933-12,-0.8687945,-1.2013113,-0.52563715
1934-01,-0.108856834,-0.49177793,0.28308856
1934-02,0.1144606,-0.27672264,0.51444834
1934-03,-0.46399528,-0.8795359,-0.040226616
1934-04,-0.40190303,-0.7184351,-0.07465921
1934-05,0.20840262,-0.021273786,0.45258996
1934-06,-0.007325406,-0.30721843,0.30374685
1934-07,0.0013782615,-0.2516132,0.26748154
1934-08,-0.0052415784,-0.34657156,0.3458496
1934-09,-0.15342256,-0.4137526,0.1195263
1934-10,0.0057761185,-0.23408255,0.2592964
1934-11,0.18801218,-0.08648672,0.4744882
1934-12,0.09634223,-0.22882533,0.43162447
1935-01,-0.47270843,-0.86421585,-0.07314478
1935-02,0.6907571,0.28786564,1.1014762
1935-03,-0.06516389,-0.49119353,0.3682372
1935-04,-0.59305346,-0.9140718,-0.26234367
1935-05,-0.47781548,-0.70817435,-0.23416576
1935-06,-0.19649044,-0.49595597,0.11318898
1935-07,-0.054714344,-0.30525896,0.20784363
1935-08,-0.048174076,-0.38390413,0.2965749
1935-09,-0.15648791,-0.40948728,0.10832991
1935-10,0.16259351,-0.06951139,0.40748367
1935-11,-0.5809959,-0.8495987,-0.30129313
1935-12,-0.3966697,-0.7221029,-0.062055644
1936-01,-0.40339965,-0.8155307,0.015731594
1936-02,-0.91087383,-1.3255985,-0.48921275
1936-03,-0.46353337,-0.90172654,-0.018799756
1936-04,-0.328387,-0.6645208,0.016200703
1936-05,-0.16881086,-0.419152,0.09274221
1936-06,-0.03442517,-0.3334144,0.27397576
1936-07,0.2681533,0.019662488,0.5278127
1936-08,0.09222746,-0.23937188,0.43225616
1936-09,-0.026728831,-0.28156608,0.23892714
1936-10,0.057310957,-0.17599706,0.3022842
1936-11,0.07622776,-0.18389824,0.34677073
1936-12,0.2096431,-0.12275328,0.5502448
1937-01,-0.25150374,-0.6880743,0.19106029
1937-02,0.1019451,-0.3320305,0.54193145
1937-03,-0.7409677,-1.1993127,-0.27692792
1937-04,-0.3562728,-0.7187116,0.013326499
1937-05,-0.049057934,-0.31550965,0.22700588
1937-06,0.08309164,-0.21187162,0.38670206
1937-07,-0.019321255,-0.2660331,0.23765212
1937-08,0.21678798,-0.11535822,0.5565931
1937-09,0.23963234,-0.014101247,0.50327235
1937-10,0.30461848,0.07299778,0.54696023
1937-11,0.103657536,-0.15670218,0.3735907
1937-12,-0.3524045,-0.6862621,-0.011036813
1938-01,0.1093968,-0.31212962,0.5366778
1938-02,0.10897597,-0.30232832,0.52611476
1938-03,0.28905916,-0.14383851,0.72748244
1938-04,0.33692995,0.0018993982,0.67903554
1938-05,0.059888512,-0.19489451,0.32387486
1938-06,-0.07068301,-0.36079267,0.227523
1938-07,0.07911881,-0.16201498,0.32987598
1938-08,0.12157944,-0.20933698,0.45953256
1938-09,0.24558115,-0.0073085553,0.50755334
1938-10,0.4332365,0.20242739,0.67389524
1938-11,0.31813565,0.059412375,0.5856267
