Time,Anomaly (deg C),Lower confidence limit (2.5%),Upper confidence limit (97.5%)
1980-05,0.2728756,0.09417287,0.4515125
1980-06,0.13848755,-0.078162536,0.35508332
1980-07,0.06813794,-0.112012245,0.2482228
1980-08,0.084776275,-0.18718491,0.35669422
1980-09,0.09724969,-0.11939706,0.31384212
1980-10,0.1325021,-0.052093133,0.3170336
1980-11,0.24691834,0.101263754,0.3924921
1980-12,0.10905114,-0.08493689,0.3029785
1981-01,0.7375482,0.54292196,0.93208396
1981-02,0.60137326,0.41707125,0.7855799
1981-03,0.51365495,0.30619335,0.7210318
1981-04,0.41166002,0.22289126,0.60033566
1981-05,0.11086369,-0.068151206,0.28978038
1981-06,0.1467225,-0.07101064,0.36437488
1981-07,0.094781086,-0.084155664,0.2736196
1981-08,0.24291359,-0.028559854,0.5143223
1981-09,0.10705552,-0.11012702,0.32415712
1981-10,0.053129155,-0.13096936,0.23713216
1981-11,0.15400894,0.0057654288,0.30213383
1981-12,0.48031232,0.27785918,0.68267864
1982-01,-0.20882201,-0.4195322,0.0017716584
1982-02,0.10710472,-0.085658625,0.29974067
1982-03,-0.23440537,-0.4546391,-0.014283118
1982-04,0.0363384,-0.15382743,0.22637509
1982-05,-0.003556525,-0.18461128,0.17736259
1982-06,-0.119165264,-0.3353057,0.09686156
1982-07,0.025240794,-0.15685089,0.20719762
1982-08,0.008174005,-0.26381725,0.28007498
1982-09,0.08590024,-0.12956005,0.30124655
1982-10,-0.12734748,-0.3099485,0.055119038
1982-11,-0.13952835,-0.28405172,0.0048250603
1982-12,0.4080068,0.20844658,0.6074439
1983-01,0.7102464,0.49885282,0.92148536
1983-02,0.47558564,0.27660164,0.67440534
1983-03,0.35269243,0.13671026,0.5685232
1983-04,0.14123434,-0.046282545,0.32857683
1983-05,0.14982423,-0.033584945,0.33305514
1983-06,0.116478235,-0.099768564,0.33257383
1983-07,0.2614326,0.079554185,0.44313124
1983-08,0.32793325,0.057175618,0.59857017
1983-09,0.39430857,0.17729461,0.61117184
1983-10,0.20349255,0.018551765,0.38825652
1983-11,0.56067497,0.41664457,0.7044783
1983-12,0.12719986,-0.0708205,0.3250551
1984-01,0.13539676,-0.0722189,0.34281015
1984-02,-0.107612215,-0.31266457,0.0972353
1984-03,0.036649905,-0.1922793,0.26539567
1984-04,-0.11571123,-0.31209508,0.080458745
1984-05,0.22189818,0.03995812,0.40360737
1984-06,0.037003126,-0.18093754,0.2547511
1984-07,-0.011412801,-0.19187284,0.16881445
1984-08,0.03789044,-0.23428138,0.30990797
1984-09,-0.13541903,-0.34971377,0.07867975
1984-10,0.08313983,-0.10087483,0.2669262
1984-11,-0.16755106,-0.31483793,-0.020549493
1984-12,-0.51684874,-0.7166076,-0.31730023
1985-01,-0.0010954887,-0.20059203,0.19813803
1985-02,-0.27918056,-0.46607983,-0.0925621
1985-03,-0.09791859,-0.31776938,0.12169355
1985-04,-0.016212905,-0.20618124,0.17347918
1985-05,0.06014803,-0.123711236,0.24372186
1985-06,-0.04734784,-0.2659923,0.17105666
1985-07,-0.1416157,-0.3231445,0.03962399
1985-08,0.11563916,-0.15700577,0.38809168
1985-09,-0.032843582,-0.2504922,0.18456393
1985-10,0.025269464,-0.16162188,0.21188001
1985-11,-0.042064987,-0.1903645,0.10588049
1985-12,0.052992713,-0.14482687,0.25054705
1986-01,0.42805868,0.22896424,0.6268311
1986-02,0.19986603,0.010021862,0.38937247
1986-03,0.19084406,-0.031094206,0.4124935
1986-04,0.2536127,0.06439016,0.4424964
1986-05,0.18346687,-0.0031421934,0.36973232
1986-06,0.13369077,-0.08209235,0.34917682
1986-07,-0.0478501,-0.22732739,0.13126992
1986-08,0.01602773,-0.25387278,0.28569078
1986-09,-0.078647956,-0.29591137,0.13832042
1986-10,-0.007161543,-0.18912101,0.17444552
1986-11,-0.048195668,-0.19730072,0.100479126
1986-12,0.03010568,-0.17168993,0.23158358
1987-01,0.17949882,-0.025235336,0.3838573
1987-02,0.68131095,0.48152685,0.88071007
1987-03,-0.11113064,-0.3274711,0.10485433
1987-04,0.1845634,-0.011314661,0.38004878
1987-05,0.18094772,-0.009044843,0.3705354
1987-06,0.21395175,-0.002865292,0.4304141
1987-07,0.37262017,0.19226164,0.5525521
1987-08,0.20522681,-0.066487424,0.47665808
1987-09,0.31873897,0.10267132,0.5344507
1987-10,0.25854856,0.07698898,0.4396844
1987-11,0.1351853,-0.015575059,0.2854351
1987-12,0.53055334,0.32891512,0.7318101
1988-01,0.6570416,0.45114994,0.86249185
1988-02,0.28542757,0.0883495,0.48204443
1988-03,0.38037556,0.16487546,0.595454
1988-04,0.31033581,0.11013657,0.5100811
1988-05,0.36999246,0.17886093,0.56064844
1988-06,0.43514892,0.21358946,0.6562983
1988-07,0.3539883,0.17117676,0.53630257
1988-08,0.31444353,0.042029805,0.5865238
1988-09,0.37824807,0.16283481,0.5932394
1988-10,0.33710498,0.15341613,0.5202989
1988-11,0.08798362,-0.06324546,0.23861118
1988-12,0.4658423,0.26104766,0.67019314
1989-01,0.12272164,-0.08116572,0.32608896
1989-02,0.42367035,0.23070225,0.61608887
1989-03,0.3799721,0.16142505,0.5980341
1989-04,0.22289838,0.030143602,0.415103
1989-05,0.18261431,-0.0051298924,0.36979362
1989-06,0.15897414,-0.061747327,0.37921533
1989-07,0.20144834,0.018640013,0.38367647
1989-08,0.2297322,-0.042917762,0.5019935
1989-09,0.22385676,0.0045410953,0.44268906
1989-10,0.30092585,0.1141702,0.48711362
1989-11,0.06759732,-0.0793254,0.21379751
1989-12,0.3160236,0.116525866,0.5149898
1990-01,0.37697122,0.16609366,0.5872687
1990-02,0.5271806,0.3297057,0.7240359
1990-03,1.1812389,0.955469,1.406467
1990-04,0.5897846,0.39687452,0.78206044
1990-05,0.40522304,0.21923402,0.59055406
1990-06,0.44114217,0.22172678,0.6600001
1990-07,0.28870818,0.107686125,0.4690541
1990-08,0.3668826,0.09856933,0.6347402
1990-09,0.21828727,0.0053374995,0.4306626
1990-10,0.485167,0.30355152,0.6661086
1990-11,0.59446967,0.44196346,0.7461727
1990-12,0.39776576,0.18992409,0.6050188
1991-01,0.52102864,0.31859723,0.72276926
1991-02,0.52371424,0.31465465,0.7321051
1991-03,0.26616198,0.030727115,0.50100315
1991-04,0.5527674,0.3490863,0.755762
1991-05,0.30381513,0.107471064,0.49944693
1991-06,0.55785084,0.33593136,0.7791404
1991-07,0.39775512,0.21069773,0.5840647
1991-08,0.3336019,0.060228202,0.60646445
1991-09,0.35770825,0.14258124,0.5721854
1991-10,0.33888108,0.15557809,0.52142096
1991-11,0.24728604,0.09820607,0.39542666
1991-12,0.09845639,-0.110485986,0.30672958
1992-01,0.68557876,0.47151268,0.8989047
1992-02,0.5292709,0.31933984,0.73844707
1992-03,0.41511247,0.17530093,0.65426344
1992-04,0.07031571,-0.13624245,0.27610663
1992-05,0.112754405,-0.079739496,0.30442476
1992-06,0.04514973,-0.17823239,0.26782256
1992-07,-0.24896155,-0.43407217,-0.064707465
1992-08,-0.10013341,-0.37596402,0.1751231
1992-09,-0.23109646,-0.44553286,-0.01739904
1992-10,-0.19171192,-0.37251565,-0.011785258
1992-11,-0.2245416,-0.3798343,-0.07027092
1992-12,0.18207371,-0.02979544,0.3931949
1993-01,0.43631387,0.21477506,0.65704805
1993-02,0.4415745,0.24246028,0.63979304
1993-03,0.32872483,0.102841385,0.5538192
1993-04,0.17347758,-0.020944688,0.36698243
1993-05,0.21941501,0.026475037,0.4114305
1993-06,0.21765403,-0.0043858546,0.43889108
1993-07,0.13770673,-0.048578173,0.32303396
1993-08,0.100225635,-0.17465949,0.37446266
1993-09,-0.08751153,-0.30785766,0.13202555
1993-10,0.12951545,-0.050276544,0.30831498
1993-11,-0.3096016,-0.47226867,-0.14803217
1993-12,0.2702592,0.05487199,0.48481867
1994-01,0.34949946,0.13456936,0.5635023
1994-02,-0.15555009,-0.35889772,0.046817232
1994-03,0.30361488,0.06685595,0.53953236
1994-04,0.41690403,0.21052988,0.6223123
1994-05,0.35421196,0.15714052,0.5502717
1994-06,0.3994663,0.18024293,0.6177807
1994-07,0.23664685,0.046936363,0.42530617
1994-08,0.26275432,-0.014633197,0.539424
1994-09,0.31610924,0.09591205,0.53540146
1994-10,0.4592636,0.27367824,0.6437743
1994-11,0.53017515,0.37271512,0.6863671
1994-12,0.40586406,0.19565667,0.61512333
1995-01,0.820429,0.62010646,1.0196457
1995-02,1.2002932,0.999118,1.400367
1995-03,0.4754174,0.24922857,0.7006273
1995-04,0.4883919,0.2957146,0.67991906
1995-05,0.35356045,0.16679004,0.5391441
1995-06,0.5277933,0.30659702,0.7479884
1995-07,0.40369046,0.21858877,0.5875946
1995-08,0.5993907,0.3232006,0.8747797
1995-09,0.48466346,0.26928473,0.6990139
1995-10,0.6813755,0.49842614,0.86311316
1995-11,0.5499305,0.39514416,0.70328283
1995-12,0.19563094,-0.016085241,0.40630096
1996-01,0.21147157,0.005762422,0.41599026
1996-02,0.44685817,0.24311648,0.6493978
1996-03,0.13912842,-0.08685775,0.36403146
1996-04,-0.012788618,-0.19794029,0.1710395
1996-05,0.31573635,0.12999664,0.50015676
1996-06,0.25385982,0.03190575,0.474711
1996-07,0.26830927,0.08052134,0.45479232
1996-08,0.24630864,-0.031815004,0.52355295
1996-09,0.11484602,-0.104675,0.33325186
1996-10,0.1600005,-0.024690906,0.34336504
1996-11,0.21632427,0.054722108,0.37640828
1996-12,0.3799412,0.15898558,0.5997889
1997-01,0.4063488,0.20087086,0.6105154
1997-02,0.5756302,0.38275975,0.767103
1997-03,0.5238816,0.30228922,0.7442585
1997-04,0.3339654,0.1506563,0.5158034
1997-05,0.31894735,0.13295318,0.5034918
1997-06,0.52224725,0.30301353,0.74025244
1997-07,0.38878158,0.20177636,0.574345
1997-08,0.48822418,0.21273124,0.76274043
1997-09,0.53924936,0.32385412,0.75339407
1997-10,0.6198764,0.43693036,0.8013483
1997-11,0.5383582,0.37764087,0.69739556
1997-12,0.5841052,0.36009824,0.80690986
1998-01,0.7257616,0.512563,0.93757594
1998-02,1.3429898,1.1518493,1.5325853
1998-03,0.7633948,0.5482268,0.97719127
1998-04,1.025606,0.839933,1.209688
1998-05,0.82636875,0.6462489,1.0048481
1998-06,0.89448,0.68096066,1.1066172
1998-07,0.9868513,0.80123657,1.1708744
1998-08,0.9048833,0.6285327,1.1801674
1998-09,0.7439966,0.52747416,0.95915633
1998-10,0.71537197,0.53231883,0.896811
1998-11,0.33114213,0.17225055,0.4881715
1998-12,0.8356483,0.6177438,1.0521986
1999-01,0.7548984,0.5475752,0.9606682
1999-02,1.1594497,0.96587294,1.3513615
1999-03,0.23032759,0.01627352,0.44287732
1999-04,0.50235206,0.31690094,0.6860648
1999-05,0.38455725,0.1987618,0.5686175
1999-06,0.4588732,0.24380091,0.67244834
1999-07,0.47566405,0.28714213,0.6624762
1999-08,0.43676907,0.15655385,0.7158368
1999-09,0.5816475,0.36161652,0.80021524
1999-10,0.53679603,0.34937975,0.72249234
1999-11,0.3973963,0.23689535,0.5558854
1999-12,0.72714716,0.5110386,0.9417657
2000-01,0.30072463,0.09632981,0.5034059
2000-02,0.9055126,0.70770097,1.1015532
2000-03,0.7222623,0.49341646,0.949579
2000-04,0.91123635,0.72155255,1.0990725
2000-05,0.50200903,0.3162406,0.6858904
2000-06,0.43332094,0.22229944,0.64268315
2000-07,0.40753496,0.21981114,0.5933916
2000-08,0.5009216,0.2232351,0.7773493
2000-09,0.37984672,0.16076383,0.5973319
2000-10,0.2714738,0.08770008,0.45333976
2000-11,0.06310278,-0.094878525,0.21886078
2000-12,0.22295476,0.010518493,0.43374288
2001-01,0.6444401,0.42017674,0.86701244
2001-02,0.50725085,0.29691496,0.71578264
2001-03,0.7654016,0.5413095,0.9878013
2001-04,0.6704458,0.48206192,0.85681325
2001-05,0.70652074,0.5047913,0.9063685
2001-06,0.53990287,0.3207669,0.7573078
2001-07,0.6268318,0.43323073,0.81847143
2001-08,0.7740424,0.49324226,1.0534939
2001-09,0.57607186,0.36142242,0.78895384
2001-10,0.62671465,0.44270676,0.8086577
2001-11,1.002694,0.839689,1.1633645
2001-12,0.55617255,0.33653605,0.77408206
2002-01,1.1470655,0.9110651,1.3813305
2002-02,1.3407382,1.1243947,1.5551875
2002-03,1.1667624,0.94269705,1.3889991
2002-04,0.6855892,0.49632546,0.8726846
2002-05,0.58512574,0.388375,0.7797916
2002-06,0.64636534,0.42477396,0.86610764
2002-07,0.801853,0.60935014,0.9922244
2002-08,0.6220559,0.3412978,0.9013569
2002-09,0.6753575,0.45917332,0.88964593
2002-10,0.47813478,0.29430524,0.65973115
2002-11,0.72364855,0.5631767,0.8815573
2002-12,0.3217461,0.106507696,0.5350804
2003-01,0.9986856,0.786818,1.2084689
2003-02,0.6350527,0.42297384,0.8450494
2003-03,0.5614905,0.32889876,0.7921852
2003-04,0.6271683,0.43730778,0.8147002
2003-05,0.8082227,0.6160784,0.99806637
2003-06,0.6851698,0.46337947,0.90497
2003-07,0.63586277,0.44041312,0.8290511
2003-08,0.7909251,0.5109294,1.0693469
2003-09,0.7471286,0.5297356,0.9624908
2003-10,0.9174531,0.731715,1.1008102
2003-11,0.6757095,0.51375675,0.83492583
2003-12,1.0317528,0.8135655,1.2479169
2004-01,0.75238675,0.53931797,0.9632289
2004-02,1.0605601,0.85586214,1.2629393
2004-03,0.9223127,0.6984201,1.1440872
2004-04,0.685731,0.49359986,0.87538975
2004-05,0.3228582,0.13121061,0.5120272
2004-06,0.48150504,0.26339853,0.69743687
2004-07,0.38376805,0.1901203,0.5749631
2004-08,0.44856617,0.168343,0.7271
2004-09,0.5438723,0.3291495,0.7563857
2004-10,0.7332919,0.5496052,0.91439116
2004-11,1.0445085,0.8765929,1.2095895
2004-12,0.46540645,0.24165235,0.6870413
2005-01,0.9251874,0.70863044,1.1393968
2005-02,0.56291425,0.35809758,0.7652471
2005-03,0.8822379,0.6470524,1.1152635
2005-04,0.99465513,0.8070485,1.1795468
2005-05,0.72439605,0.5375031,0.9085635
2005-06,0.8617458,0.6409405,1.0802491
2005-07,0.80005324,0.60601,0.99147284
2005-08,0.69330454,0.41229033,0.9725136
2005-09,0.95902646,0.7397696,1.175965
2005-10,1.0792769,0.8901121,1.2657495
2005-11,1.1602377,0.99553627,1.3218398
2005-12,0.7502981,0.5352959,0.96293545
2006-01,0.5917591,0.35246876,0.8287798
2006-02,0.962262,0.762783,1.1590127
2006-03,0.76242626,0.52871096,0.9938173
2006-04,0.583388,0.39565712,0.7682172
2006-05,0.50061667,0.3126898,0.685645
2006-06,0.8450314,0.62235516,1.0652668
2006-07,0.7670873,0.57436824,0.95698094
2006-08,0.7553143,0.4777532,1.0309211
2006-09,0.7670752,0.55065024,0.98098814
2006-10,1.0079479,0.8257565,1.1871481
2006-11,0.89504737,0.7331107,1.053611
2006-12,1.2497715,1.0254076,1.4717132
2007-01,1.6314589,1.4071864,1.8531458
2007-02,0.9680207,0.7526322,1.1807154
2007-03,0.9656125,0.73386955,1.194854
2007-04,1.0926632,0.90290034,1.279363
2007-05,0.81008554,0.62300473,0.9940588
2007-06,0.6124082,0.3960835,0.8260511
2007-07,0.6278077,0.43482533,0.817779
2007-08,0.7960408,0.5153364,1.0746837
2007-09,0.8212945,0.6013077,1.0386447
2007-10,0.9424704,0.75461394,1.1272323
2007-11,0.76539236,0.6053471,0.92179376
2007-12,0.7996134,0.5763337,1.0202959
2008-01,0.33745125,0.11658487,0.55552125
2008-02,0.43676367,0.23128545,0.63923305
2008-03,1.2057726,0.96339244,1.4456074
2008-04,0.55575764,0.36673826,0.74150175
2008-05,0.48762006,0.3027424,0.66914773
2008-06,0.59736466,0.37397665,0.8179882
2008-07,0.69842184,0.502867,0.89081264
2008-08,0.56206197,0.28058314,0.8413519
2008-09,0.6030691,0.3844006,0.8189128
2008-10,0.9838972,0.8005022,1.1639147
2008-11,1.0126024,0.84955525,1.1718411
2008-12,0.684215,0.46314028,0.902496
2009-01,0.7875386,0.56377923,1.0083646
2009-02,0.8324688,0.62027735,1.0415647
2009-03,0.63829666,0.39183506,0.88209814
2009-04,0.84043634,0.64686483,1.0306093
2009-05,0.58008987,0.38873276,0.7680085
2009-06,0.65035945,0.42802882,0.86973757
2009-07,0.586119,0.39517087,0.77362114
2009-08,0.83278376,0.5511746,1.1120678
2009-09,1.0022181,0.78584194,1.2155595
2009-10,0.7407026,0.55561364,0.9222344
2009-11,0.82797074,0.65736014,0.9947156
2009-12,0.5366165,0.3063563,0.7640272
2010-01,0.80264735,0.58308613,1.0190358
2010-02,0.9295464,0.7052152,1.1507733
2010-03,1.1278374,0.89096767,1.3617692
2010-04,1.105034,0.9087298,1.2977829
2010-05,0.9609313,0.77193916,1.146228
2010-06,0.99603385,0.7747105,1.2142102
2010-07,0.9810135,0.78799117,1.170419
2010-08,0.8887482,0.6104393,1.164561
2010-09,0.8006258,0.5828693,1.0151829
2010-10,0.91469204,0.73310894,1.0924257
2010-11,1.210754,1.0395265,1.3778938
2010-12,0.46642488,0.24534482,0.6843543
2011-01,0.45598873,0.2244949,0.68429744
2011-02,0.41552383,0.19809414,0.6295592
2011-03,0.5858683,0.3354878,0.8333069
2011-04,0.8905426,0.6899637,1.0874369
2011-05,0.5702992,0.3748351,0.7619804
2011-06,0.81449443,0.5906222,1.0350716
2011-07,0.7966271,0.5995508,0.9899521
2011-08,0.7739966,0.4943598,1.0510024
2011-09,0.8475207,0.63259584,1.0590111
2011-10,0.96398336,0.7795397,1.1444132
2011-11,0.6690027,0.49270448,0.8410973
2011-12,0.87653995,0.64075243,1.1092012
2012-01,0.5515815,0.31308618,0.78680867
2012-02,0.38848463,0.15874746,0.6148272
2012-03,0.6106575,0.33785647,0.88060606
2012-04,1.0646622,0.86064875,1.2648453
2012-05,0.9791106,0.7911344,1.1629227
2012-06,0.96102417,0.73666906,1.181902
2012-07,0.8167926,0.62217385,1.0073924
2012-08,0.8594242,0.57606685,1.1400363
2012-09,0.918418,0.6956769,1.1376562
2012-10,0.907398,0.71824217,1.0924163
2012-11,0.9282242,0.7489986,1.1030774
2012-12,0.31509316,0.08741251,0.5393482
2013-01,0.92674345,0.68080986,1.1693319
2013-02,0.97328126,0.7141968,1.2291925
2013-03,0.711791,0.45804322,0.96229804
2013-04,0.65283126,0.4413691,0.86039346
2013-05,0.8227388,0.626253,1.0150212
2013-06,0.9076268,0.6858904,1.1256472
2013-07,0.71089375,0.5173126,0.9002069
2013-08,0.74731463,0.4686575,1.0230238
2013-09,0.79911935,0.5787205,1.0157791
2013-10,0.900132,0.7076517,1.0883194
2013-11,1.1062362,0.91955525,1.2884878
2013-12,0.87363786,0.6403824,1.1033636
2014-01,0.9499517,0.6767531,1.2199794
2014-02,0.49671665,0.2469813,0.7429792
2014-03,1.0030029,0.73378444,1.2690029
2014-04,1.0475178,0.83826697,1.2526115
2014-05,0.9341376,0.7451385,1.1185235
2014-06,0.89100826,0.6699583,1.108127
2014-07,0.7323184,0.53942305,0.920696
2014-08,0.8373102,0.56147283,1.1100073
2014-09,0.83708817,0.61923003,1.0509565
2014-10,0.9851647,0.79516476,1.1705763
2014-11,0.7171471,0.5240182,0.90576386
2014-12,1.1038941,0.8556649,1.3486292
2015-01,1.2189461,0.95134455,1.483138
2015-02,1.2142395,0.9481209,1.4769293
2015-03,1.2638626,0.98629045,1.5381492
2015-04,0.9159363,0.6925331,1.135244
2015-05,1.0376817,0.8420316,1.2286419
2015-06,1.1014651,0.87611717,1.3227535
2015-07,0.8414956,0.64684343,1.0314332
2015-08,1.0108012,0.72936827,1.2889943
2015-09,1.0687982,0.85069346,1.282706
2015-10,1.23443,1.0404084,1.4237213
2015-11,1.3235617,1.1295266,1.5128667
2015-12,1.788192,1.5435826,2.0290668
2016-01,1.4339335,1.1499132,1.7145783
2016-02,2.1274102,1.8684751,2.3826382
2016-03,1.9685618,1.6970025,2.2365885
2016-04,1.6204523,1.4044397,1.8320069
2016-05,1.1253039,0.9306144,1.3150349
2016-06,1.1208256,0.90168697,1.3355712
2016-07,1.0673789,0.87160933,1.258218
2016-08,1.2288862,0.9515072,1.5028079
2016-09,1.1999351,0.9858846,1.4094859
2016-10,0.8491784,0.6657166,1.0273696
2016-11,0.8073974,0.5998725,1.0102779
2016-12,1.1009885,0.8559668,1.3420892
2017-01,1.354499,1.0493454,1.6563555
2017-02,1.597751,1.3377156,1.8539091
2017-03,1.4948276,1.202456,1.7837563
2017-04,1.106876,0.87855184,1.3307745
2017-05,0.955649,0.7617371,1.1443297
2017-06,0.9930567,0.7635175,1.218194
2017-07,1.0883595,0.8869868,1.2847
2017-08,1.095794,0.8195749,1.368366
2017-09,1.0615185,0.8492968,1.2689714
2017-10,1.0355641,0.84964085,1.2160246
2017-11,0.9335627,0.7200708,1.1423148
2017-12,1.2388481,0.9833523,1.4903966
2018-01,0.99466175,0.715242,1.2702999
2018-02,0.9855413,0.7134663,1.2537311
2018-03,1.1180395,0.82944053,1.4029787
2018-04,1.1078583,0.8882126,1.3226726
2018-05,0.97256476,0.7766247,1.1630733
2018-06,0.8870005,0.66410434,1.1051373
2018-07,1.0472113,0.8491823,1.2398676
2018-08,0.8419933,0.5678952,1.1122353
2018-09,0.93511754,0.72217274,1.1430755
2018-10,1.0165138,0.8333568,1.1938481
2018-11,0.732995,0.5155801,0.9455278
2018-12,1.0452654,0.79918486,1.2870436
2019-01,1.2469152,0.95422584,1.5358238
2019-02,1.1170479,0.7978828,1.4327493
2019-03,1.5183464,1.206056,1.827096
2019-04,1.2897248,1.0263796,1.5488615
2019-05,0.89580345,0.67005277,1.1166302
2019-06,1.1807387,0.9486788,1.4080112
2019-07,0.9828842,0.7856276,1.1744859
2019-08,0.952914,0.6803368,1.2214273
2019-09,1.0839725,0.86941445,1.2933434
2019-10,1.1781439,0.9848915,1.3656207
2019-11,1.0116851,0.79661214,1.2215838
2019-12,1.5672141,1.304785,1.8254195
2020-01,1.8597163,1.56532,2.1501777
2020-02,1.9533603,1.648648,2.254273
2020-03,1.7788893,1.4514314,2.1028144
2020-04,1.2259122,0.95214015,1.4954487
2020-05,1.0875682,0.8668759,1.3029836
2020-06,1.1302674,0.892777,1.3628625
2020-07,0.9267145,0.71727645,1.1305847
2020-08,1.0386608,0.7667476,1.3063089
2020-09,1.2075704,0.9929633,1.4167473
2020-10,1.0805143,0.8884166,1.2665259
2020-11,1.5293561,1.3066032,1.7468823
2020-12,0.93460673,0.6717994,1.1929988
2021-01,0.9901759,0.6649265,1.3117056
2021-02,0.85731995,0.5707227,1.1396888
2021-03,1.1154468,0.7793609,1.4479344
2021-04,0.9696905,0.70288545,1.2319483
2021-05,0.9402001,0.7243418,1.150412
2021-06,1.2065732,0.9726181,1.435329
2021-07,1.1908034,0.9940615,1.3813331
2021-08,1.0739765,0.7921774,1.3514743
2021-09,1.1133578,0.8951488,1.3259827
2021-10,1.163066,0.97048086,1.3493005
2021-11,1.0202696,0.81227654,1.2223966
2021-12,1.1264175,0.8525102,1.3958974
2022-01,1.1914136,0.90385437,1.47457
2022-02,1.0642151,0.7658674,1.3583215
2022-03,1.2294531,0.8828947,1.5723671
2022-04,1.1049266,0.82753915,1.377747
2022-05,0.89955544,0.68722916,1.1058798
2022-06,1.0839671,0.84836197,1.314178
2022-07,1.0380658,0.83686644,1.2329208
2022-08,1.1009645,0.8237227,1.3736371
2022-09,1.0192354,0.8008042,1.2318372
2022-10,1.1431938,0.9517933,1.3279138
2022-11,0.87141204,0.66132694,1.0754292
2022-12,0.76411974,0.5032855,1.0200919
2023-01,1.2363112,0.9112811,1.5572826
2023-02,1.3436515,1.0167283,1.6665399
2023-03,1.6130432,1.265927,1.9563619
2023-04,0.9420577,0.65123475,1.2283374
2023-05,1.0489444,0.823637,1.268356
2023-06,1.354061,1.1194732,1.5829921
2023-07,1.4699153,1.2635369,1.6698405
2023-08,1.585229,1.307069,1.8586355
2023-09,1.7341567,1.5200837,1.9420154
2023-10,1.8120363,1.6165938,2.0006518
2023-11,1.8051775,1.5775025,2.0270197
2023-12,1.6771758,1.3898399,1.9599123
2024-01,1.598795,1.2656147,1.9278476
2024-02,1.9214271,1.6061221,2.2323673
2024-03,1.827694,1.458975,2.1926875
2024-04,1.7799731,1.5105295,2.0442955
2024-05,1.2159276,0.98478,1.4410846
2024-06,1.5086167,1.2699876,1.7414477
2024-07,1.343558,1.1335595,1.546944
2024-08,1.5248668,1.2531774,1.791478
2024-09,1.6088296,1.389742,1.8215872
2024-10,1.69634,1.5041041,1.8813293
2024-11,1.8441886,1.594328,2.0885177
2024-12,1.6460057,1.2908602,1.9972818
