time,HadCRUT5,NOAAGlobalTemp,BerkeleyEarth,ClimTrace_GMST,HadCRUT5_1sigma,ClimTrace_GMST_1sigma
1850,-0.07285155288803705,0.0429721930342963,-0.18471192085459262,-0.07153042690277778,0.07654845381526104,0.08133206537343612
1851,0.11151003511196295,0.14765352636762963,-0.06979525418792595,0.06312276909722221,0.07966002521195893,0.08133206537343612
1852,0.11546077248696296,0.18487010970096296,-0.04129525418792595,0.08634520933333333,0.08031385765283355,0.08133206537343612
1853,0.0745053985286296,0.12999085970096294,-0.04354525418792595,0.05365033468055552,0.07124270548862115,0.08133206537343612
1854,0.053338993778629606,0.1700854430342963,-0.032378587521259286,0.06368194976388887,0.06300341588576527,0.08133206537343612
1855,0.04794308461196294,0.15691035970096295,-0.027295254187925954,0.059186063374999986,0.06354396251673361,0.08133206537343612
1856,0.02450612744529627,0.08834860970096296,-0.1453785875212593,-0.01084128345833336,0.0659257072735386,0.08133206537343612
1857,-0.12237020288803706,0.04221669303429629,-0.2868785875212593,-0.12234403245833335,0.06652927710843372,0.08133206537343612
1858,-0.04390584288803706,0.053122943034296294,-0.08321192085459261,-0.024664940236111137,0.06609565372601515,0.08161457675567337
1859,0.06359466877862961,0.18323460970096295,0.02870474581207406,0.09184467476388887,0.06365714859437752,0.08189708813791059
1860,-0.045305337888037055,0.00418510970096297,-0.1271285875212593,-0.05608293856944446,0.06640402721999107,0.08217959952014783
1861,-0.08425309588803705,-0.049044473632370376,-0.20454525418792593,-0.11261427456944446,0.07491659080767514,0.08246211090238507
1862,-0.19150952038803704,-0.11407514029903704,-0.303045254187926,-0.20287663829166666,0.07464996653279786,0.08274462228462232
1863,0.0006157629452962776,0.027831193034296296,-0.061795254187925946,-0.011116099402777793,0.0846910642570281,0.08302713366685954
1864,-0.12060524455470371,0.03320502636762961,-0.09429525418792595,-0.06056515745833335,0.08149395805443997,0.08330964504909678
1865,0.012378502945296284,0.1511254430342963,-0.00037858752125927847,0.054375119486111095,0.08566513163766175,0.08739420196629517
1866,0.0035723419452962785,0.1334719430342963,0.03995474581207406,0.05899967693055554,0.08055037037037037,0.08238685529640949
1867,-0.012134277054703711,0.04605277636762963,0.08453807914540738,0.03948552615277776,0.08747393128067828,0.0891679337683929
1868,-0.006967316388037059,0.0988711930342963,0.040454745812074054,0.044119540819444435,0.07927333779562694,0.08113873208331056
1869,0.028267884611962946,0.17320302636762963,0.03320474581207405,0.07822521893055555,0.07133931057563588,0.0734066004677693
1870,0.01693232169529628,0.07198835970096296,-0.036795254187925945,0.017375142402777766,0.06281657518964748,0.06515484538684986
1871,-0.02370291738803706,0.07862469303429631,-0.07029525418792595,-0.005124492847222241,0.06495778893351181,0.0672216193047917
1872,0.016749255611962943,0.04325694303429629,-0.03379525418792594,0.008736981486111094,0.060267487728692545,0.0627008918274356
1873,0.0035629354452962636,0.041218276367629626,-0.0029619208545926187,0.01393976365277775,0.0585474051762606,0.06104940959338511
1874,-0.02839134872137038,0.007985526367629637,-0.05062858752125928,-0.023678136625000012,0.059746273984828194,0.062200072458943594
1875,-0.03076611038803705,0.019200609700962972,-0.09529525418792595,-0.03562025162500001,0.061764870593485045,0.06414149201770745
1876,-0.07925007538803706,-0.005091723632370371,-0.09854525418792594,-0.060962351069444476,0.0619193395805444,0.06429025099436497
1877,0.24375099969529626,0.35321544303429625,0.2790380791454074,0.2920015072916667,0.05743470548862114,0.05998314057626795
1878,0.3335446465286296,0.35892552636762964,0.3700380791454074,0.35416941734722224,0.053501735832217755,0.05622870704442783
1879,0.04122551544529627,0.0981774430342963,0.01778807914540739,0.052397012541666656,0.05820170905845603,0.0607179602436778
1880,0.029027774611962934,0.060717276367629615,-0.04821192085459262,0.013844376708333312,0.05547472333779562,0.058109179035954736
1881,0.11261431344529628,0.14132194303429627,0.0677880791454074,0.10724144520833333,0.056086327532351626,0.05869333773857046
1882,0.049329750195296264,0.0793301930342963,0.00012141247874073353,0.04292711856944444,0.055609112003569834,0.058237488756412305
1883,-0.0016145695547037213,0.04797177636762962,-0.05354525418792594,-0.002396015791666678,0.05102333333333333,0.053875897238673615
1884,-0.14746023788803705,-0.05915222363237038,-0.22054525418792595,-0.14238590523611114,0.04924075412762159,0.05219083852444371
1885,-0.1262637395547037,-0.050058556965703715,-0.18879525418792595,-0.12170585023611112,0.049952976349843824,0.05286332949252942
1886,-0.07604376955470371,-0.04627289029903705,-0.21346192085459262,-0.11192619356944446,0.04535233601070949,0.04853932571076747
1887,-0.15392592538803707,-0.10236072363237037,-0.24979525418792595,-0.16869396773611112,0.05255426149040606,0.055327950979858743
1888,-0.034519048721370384,0.13252810970096296,-0.04337858752125928,0.01821015781944443,0.05084555332440874,0.05370756047050515
1889,0.09496428302862962,0.1905174430342963,0.07837141247874073,0.12128437951388887,0.05458517626059794,0.05726057305186719
1890,-0.16199832955470372,-0.09796522363237037,-0.21054525418792594,-0.156836269125,0.05602469879518071,0.05863444920793917
1891,-0.05645510455470371,0.013383359700962966,-0.09404525418792593,-0.04570566634722225,0.06071171798304327,0.06312800059625091
1892,-0.1626987020547037,-0.023105973632370384,-0.15504525418792595,-0.11361664329166667,0.06103079651941097,0.06343492636254433
1893,-0.1497593870547037,-0.09430122363237037,-0.12987858752125928,-0.12464639940277777,0.06109423917893796,0.06349596695602763
1894,-0.1389040870547037,-0.09036464029903706,-0.12387858752125928,-0.117715771625,0.06327718875502006,0.06559904248970493
1895,-0.10389176288803705,0.02248535970096296,-0.06337858752125929,-0.04826166356944447,0.05946854975457384,0.06193335263603852
1896,0.06085256869529628,0.12813069303429628,0.02570474581207405,0.07156266918055554,0.059524406514948676,0.06198698839098847
1897,0.08505968294529627,0.1452746930342963,0.041454745812074055,0.09059637393055554,0.061902764390896925,0.06427428722329459
1898,-0.14093228455470372,-0.01869214029903703,-0.16087858752125928,-0.10683433745833333,0.05883850290049085,0.06132863264739191
1899,-0.01057381355470372,0.08029960970096295,0.009121412478740723,0.026282402874999986,0.058439665327978584,0.060946092922137485
1900,0.11036593627862962,0.17868527636762965,0.11637141247874074,0.13514087504166664,0.05889156626506024,0.06137954330214307
1901,0.05144958627862959,0.12775127636762962,0.03945474581207406,0.07288520281944443,0.06017667112896029,0.06261360480750743
1902,-0.0940967070547037,0.01517102636762963,-0.12096192085459262,-0.0666292005138889,0.05995164435519856,0.06239736708964479
1903,-0.18842726705470372,-0.12257222363237037,-0.2204619208545926,-0.17715380384722224,0.05567449576082106,0.05829992484600094
1904,-0.252651225388037,-0.19178689029903703,-0.2756285875212593,-0.2400222344027778,0.05686973895582329,0.05944240042033262
1905,-0.06293339038803707,-0.017328640299037034,-0.09296192085459261,-0.057741317180555564,0.054723926818384644,0.05739285604717362
1906,0.02575105544529628,0.0718391930342963,-0.010461920854592606,0.029042775874999986,0.05614315484158857,0.058747643309278924
1907,-0.15921645705470372,-0.10751097363237037,-0.18071192085459262,-0.14914645051388892,0.0517108255243195,0.054527435619459386
1908,-0.1689598645547037,-0.18085664029903703,-0.20029525418792593,-0.18337058634722223,0.05189433734939759,0.05470149913631944
1909,-0.19082732205470374,-0.1875049736323704,-0.26254525418792596,-0.21362584995833334,0.0482679986613119,0.05127408169432274
1910,-0.18604965872137036,-0.13520914029903705,-0.22212858752125927,-0.18112912884722224,0.05112088353413655,0.053968291543631704
1911,-0.1942191987213704,-0.16450039029903704,-0.23237858752125928,-0.19703272551388892,0.049967637215528785,0.05287718343227419
1912,-0.1306787920547037,-0.09336172363237037,-0.1568785875212593,-0.12697303440277782,0.045866517179830445,0.04902008932096469
1913,-0.12215124955470373,-0.0809095569657037,-0.12921192085459263,-0.11075757579166669,0.04917795626952253,0.05213159446702878
1914,0.0824232587786296,0.0970701930342963,0.05578807914540739,0.07842717698611111,0.048003505131637654,0.051025172843909485
1915,0.15318764461196294,0.1510256930342963,0.10978807914540739,0.13800047226388887,0.052446385542168676,0.055225493345605114
1916,-0.07516331288803706,-0.06341347363237036,-0.12579525418792595,-0.08812401356944448,0.055917336010709515,0.05853187358493034
1917,-0.19795984788803703,-0.1924808069657037,-0.2736285875212593,-0.22135641412499998,0.05998359660865685,0.06242806757330988
1918,-0.07950425372137038,-0.06833180696570369,-0.10862858752125927,-0.08548821606944444,0.06332688308790718,0.06564697921806562
1919,0.019570774611962955,0.00590419303429629,-0.04396192085459261,-0.006162317736111121,0.06174689201249442,0.0641241797766671
1920,0.046504766278629615,0.00671777636762963,0.010454745812074055,0.02122576281944442,0.05922606871932172,0.06170055895025177
1921,0.10441548461196294,0.07058902636762963,0.06587141247874072,0.0802919744861111,0.05536122043730477,0.058000831779686804
1922,0.005846141278629595,0.0011219430342963022,-0.020211920854592613,-0.004414612180555562,0.04938389558232931,0.052325910424130026
1923,0.02717796969529628,-0.009913223632370363,0.014538079145407395,0.010600941736111107,0.04836333333333333,0.05136383718082972
1924,0.033058138778629606,0.010349776367629626,0.003704745812074054,0.015704220319444434,0.04846479250334672,0.051459380789318936
1925,0.06271785727862962,0.034190443034296296,0.048788079145407386,0.048565459819444434,0.05033888888888888,0.05322814568811857
1926,0.2223048350286296,0.16668260970096296,0.1833714124787407,0.1907862857361111,0.04832310843373494,0.051325963873328086
1927,0.11574623877862962,0.0689796930342963,0.06712141247874072,0.08394911476388887,0.0459991744756805,0.049144234771453826
1928,0.13839403319529628,0.08097185970096295,0.07587141247874073,0.09841243512499998,0.049518547523427034,0.05245301047278008
1929,-0.04758319705470373,-0.07774939029903703,-0.10812858752125927,-0.07782039162500001,0.04927130298973672,0.05221966159536189
1930,0.16805442544529625,0.12709710970096297,0.12178807914540739,0.13897987143055554,0.05069434627398483,0.05356443319007823
1931,0.24146216269529627,0.1907626930342963,0.18295474581207405,0.20505986718055555,0.048770158768406964,0.05174707861438457
1932,0.19939812609196295,0.11523760970096293,0.1425380791454074,0.15239127164611108,0.047520513163766175,0.05057104833969086
1933,0.022515425445296278,-0.00026230696570369677,-0.052211920854592614,-0.009986267458333344,0.046745198572066035,0.04984320764527058
1934,0.17052298936196295,0.13717144303429626,0.09670474581207406,0.13479972606944443,0.0444743886657742,0.04772004826089366
1935,0.1388005997786296,0.0885491930342963,0.035621412478740726,0.08765706843055554,0.04347974341811691,0.046794442474859727
1936,0.17533888961196295,0.13023377636762964,0.10395474581207405,0.13650913726388889,0.04194480812137438,0.0453717829401335
1937,0.32566089436196294,0.2319736930342963,0.2610380791454074,0.2728908888472222,0.044872746541722436,0.04809152878652682
1938,0.33265910246196295,0.24543135970096297,0.26795474581207407,0.282015069325,0.043776442436412315,0.04707025250852385
1939,0.3040626362786296,0.25651460970096296,0.24728807914540737,0.26928844170833327,0.04725903168228469,0.05032541936611023
1940,0.42079565774529626,0.38929577636762963,0.32845474581207407,0.37951539330833334,0.052603975011155726,0.055375174453919075
1941,0.3829891401952963,0.464654859700963,0.28470474581207406,0.3774495819027777,0.08941687639446674,0.09107474701019498
1942,0.3462659075286296,0.3291163597009629,0.2950380791454074,0.3234734487916667,0.08773694332887103,0.08942596369914725
1943,0.35128142152862957,0.3119906930342963,0.34962141247874073,0.3376311756805555,0.09192534359660866,0.09353876498106138
1944,0.4889649725286296,0.4785119430342963,0.452954745812074,0.4734772204583333,0.08862113565372601,0.09029361795489083
1945,0.3879481903927963,0.3909191930342963,0.3245380791454074,0.36780182085749996,0.0894115372601517,0.09106950507195684
1946,0.2260452258786296,0.20190760970096297,0.17895474581207405,0.20230252713055552,0.06565659393128068,0.0678971286983828
1947,0.2536542285286296,0.2328029430342963,0.24770474581207405,0.24472063912499997,0.06273309370816599,0.06507436365440088
1948,0.22019857286196295,0.17163935970096297,0.15412141247874073,0.18198644834722222,0.06000540316822846,0.06244902055444358
1949,0.2010576205286296,0.1745370263676296,0.1447880791454074,0.17346090868055553,0.04920805354752342,0.05215998746897479
1950,0.11823802761196295,0.10817185970096298,0.08062141247874072,0.10234376659722222,0.04731600937081659,0.05037892914311378
1951,0.2837058762786296,0.20892152636762962,0.26028807914540736,0.25097182726388884,0.039801994422132975,0.04339850825555159
1952,0.3602143865286296,0.2817826930342963,0.3326214124787407,0.32487283068055556,0.04386012048192771,0.04714808508854723
1953,0.42249058989529625,0.33874410970096297,0.4065380791454074,0.38925759291388884,0.043802035029004906,0.04709405516102694
1954,0.2281096107786296,0.14350302636762963,0.21012141247874072,0.193911349875,0.04094265729585007,0.04444696778491306
1955,0.14754989794529627,0.11306202636762963,0.15770474581207405,0.13943889004166665,0.03887551539491298,0.04255041076238619
1956,0.08169422294529627,0.07378535970096296,0.07228807914540739,0.07592255393055554,0.03389560017849174,0.03805448029191628
1957,0.3095249232036296,0.29663260970096295,0.30170474581207407,0.30262075957222223,0.029109189647478804,0.03386113820828476
1958,0.3272272772536296,0.33061519303429626,0.3062047458120741,0.32134907203333335,0.02920214190093708,0.03394107909937662
1959,0.29685502437029626,0.314193109700963,0.2898714124787407,0.30030651551666665,0.027826383534136544,0.032764910795186675
1960,0.22940025484529628,0.24308035970096298,0.2320380791454074,0.23483956456388888,0.026183836456938864,0.0313819223507961
1961,0.3248600696952963,0.31401452636762966,0.30545474581207405,0.31477644729166665,0.02265955533244087,0.02850766926094844
1962,0.2808171212786296,0.2922816930342963,0.24962141247874073,0.27424007559722224,0.023769084560464077,0.02939729816956257
1963,0.3080492255286296,0.30558227636762963,0.29353807914540736,0.3023898603472222,0.02399337751004016,0.02957894391568056
1964,0.038998302111962944,0.07243402636762965,0.030704745812074052,0.04737902476388889,0.01947031236055332,0.02604466974728592
1965,0.1404393662786296,0.16242927636762963,0.14920474581207405,0.1506911294861111,0.021950122713074526,0.027947086537718116
1966,0.19596222948696293,0.20654585970096295,0.2117880791454074,0.20476538944444442,0.022093518518518516,0.02805985244714939
1967,0.22732054402862958,0.24538569303429628,0.24170474581207405,0.23813699429166665,0.019240296742525653,0.02587316713446806
1968,0.17621227773696294,0.18213910970096295,0.16578807914540739,0.17471315552777777,0.0199142927264614,0.02637822612729803
1969,0.3134735970486296,0.3374381930342963,0.3127880791454074,0.32123328974277776,0.018074579651941095,0.025018436970003503
1970,0.2597957522786296,0.2926406930342963,0.26620474581207404,0.27288039704166667,0.018290299866131187,0.025174725977072192
1971,0.13897079711196295,0.17936869303429628,0.14887141247874072,0.15573696754166666,0.017216952253458276,0.02440604850698976
1972,0.2510685214452963,0.29829902636762967,0.2580380791454074,0.2691352089861111,0.016908604194556,0.024189515386543646
1973,0.3948099981952962,0.4335745263676296,0.39295474581207407,0.40711309012499997,0.016274493975903616,0.023750598160875824
1974,0.17233327519529626,0.1867640263676296,0.18787141247874073,0.18232290468055554,0.016822436412315928,0.024129362313871618
1975,0.2341056227786296,0.2474722763676296,0.2546214124787407,0.24539977054166665,0.018094997768853188,0.02503319202743583
1976,0.12902294019529628,0.1841922763676296,0.15878807914540738,0.15733443190277777,0.01785976796073181,0.024863689799361186
1977,0.447948334711963,0.440148609700963,0.4893714124787407,0.45915611896388886,0.01920205934850513,0.025844744960072413
1978,0.350115810236963,0.342306109700963,0.3635380791454074,0.3519866663611111,0.017783394020526547,0.024808886748844138
1979,0.4357179774452962,0.43518860970096296,0.43795474581207405,0.43628711098611106,0.012717319277108431,0.021470024881764548
1980,0.5409318808619629,0.5452001930342963,0.5595380791454074,0.5485567176805556,0.014845185185185185,0.022794983702782434
1981,0.5948718831119629,0.587214609700963,0.6102880791454074,0.5974581906527777,0.013663891120035698,0.022043903451246228
1982,0.37912812032862964,0.40823319303429634,0.39387141247874075,0.3937442419472222,0.01757113685854529,0.024657181698835816
1983,0.568669680111963,0.5837583597009629,0.5738714124787406,0.5754331507638889,0.015959629629629636,0.023535962626215805
1984,0.3928533570286296,0.4271153597009629,0.4080380791454074,0.40933559862499996,0.016266560240963856,0.023745162473661475
1985,0.3945895797202963,0.3923326930342963,0.4041214124787407,0.39701456174444444,0.015201387327086119,0.023028546100346187
1986,0.4405468177786296,0.46117994303429627,0.46037141247874075,0.45403272443055553,0.013957596162427484,0.02222715117735706
1987,0.5878862379452963,0.5786593597009629,0.599704745812074,0.5887501144861111,0.01376210620258813,0.022104916330060825
1988,0.6270115487786296,0.6380994430342962,0.6421214124787408,0.6357441347638889,0.015669991075412764,0.02334053082368074
1989,0.5241101302786296,0.5203272763676297,0.5276214124787407,0.524019606375,0.015507311468094597,0.023231626456108774
1990,0.7054422154452963,0.6865319430342963,0.7155380791454075,0.7025040792083334,0.016070352521195895,0.023611183557441212
1991,0.6837563737786296,0.6533251930342964,0.7043714124787407,0.6804843264305555,0.015555718429272647,0.023263966443375205
1992,0.46975667499529633,0.47595235970096295,0.4960380791454074,0.48058237128055553,0.015178371262829093,0.023013359446633408
1993,0.5105670262786296,0.5036191097009629,0.5526214124787407,0.5222691828194445,0.01672934181169121,0.02406455144564458
1994,0.5784096172786296,0.5639081930342963,0.6015380791454074,0.5812852964861112,0.015679087460954925,0.023346638782401827
1995,0.7217259862786296,0.715049359700963,0.7594547458120741,0.7320766972638889,0.014819446675591246,0.022778229926804398
1996,0.6215492287786296,0.5846846097009629,0.6476214124787407,0.6179517503194444,0.014952862561356542,0.022865254374410383
1997,0.7671683579452963,0.7234466930342963,0.7883714124787407,0.7596621544861111,0.014376472556894242,0.02249254814392554
1998,0.9222015287786296,0.869024109700963,0.9375380791454074,0.9095879058749999,0.015293589915216422,0.02308951388233378
1999,0.6693448187786296,0.646854859700963,0.6960380791454074,0.6707459192083333,0.0141232574743418,0.022331550786146192
2000,0.6759445962786296,0.6459489430342963,0.6960380791454074,0.6726438728194445,0.014661717983043278,0.022675928493492162
2001,0.8341401829452963,0.7845316097009629,0.8303714124787408,0.8163477350416667,0.013927733154841583,0.0222084107864599
2002,0.8883263271119629,0.8575924430342963,0.923454745812074,0.889791171986111,0.013692391789379732,0.02206158089851107
2003,0.8890299846119629,0.8644014430342963,0.905704745812074,0.8863787244861111,0.014693239625167347,0.02269632237853223
2004,0.8122305662786297,0.796563359700963,0.8187047458120741,0.8091662239305556,0.014740020080321282,0.02272663527220758
2005,0.951722344611963,0.929991609700963,0.9833714124787406,0.9550284555972222,0.013903266398929042,0.02219307494213599
2006,0.9174125262786297,0.8901932763676297,0.9332880791454073,0.9136312939305555,0.01364555332440873,0.022032541486559313
2007,0.9365611654452963,0.8812859430342962,0.9481214124787408,0.9219895069861112,0.013542235609103085,0.021968702831986566
2008,0.8105096862786296,0.7801476930342962,0.8202880791454074,0.8036484861527778,0.014722228915662649,0.022715100331560246
2009,0.9416414862786295,0.9029951930342963,0.9571214124787407,0.9339193639305555,0.014067835787594817,0.0222965414935682
2010,1.0252312329452964,0.9698717763676297,1.0276214124787406,1.0075748072638888,0.013964948683623381,0.022231768948149613
2011,0.8825575771119629,0.8499013597009629,0.9190380791454075,0.8838323386527778,0.014143931280678262,0.02234463136639815
2012,0.9224668979452962,0.8907600263676296,0.9386214124787408,0.9172827789305554,0.014614812583668016,0.02264562884274614
2013,0.9684352012786297,0.9149686097009629,0.9562880791454074,0.946563963375,0.015658879964301663,0.02333307267729827
2014,1.017731489611963,0.9909775263676296,1.0295380791454074,1.0127490317083334,0.015156967871485946,0.022999248550440343
2015,1.1699742612786297,1.151014609700963,1.173954745812074,1.1649812055972222,0.015094741186970087,0.022958287617531194
2016,1.277786924611963,1.266678609700963,1.3094547458120742,1.284640093375,0.013906102186523871,0.02219485158431385
2017,1.1900340962786295,1.1757656930342963,1.2127880791454075,1.1928626228194446,0.013565149486836243,0.021982835108963737
2018,1.1075138762786296,1.109267109700963,1.1387880791454073,1.1185230217083333,0.014101738063364566,0.022317947379528878
2019,1.2359324137786296,1.2208954430342962,1.2749547458120742,1.2439275342083334,0.015299116465863431,0.023093174824257677
2020,1.2677803654452964,1.2552741930342963,1.3000380791454076,1.2743642125416668,0.015449544846050885,0.023193106621964478
2021,1.1067653929452963,1.1033028597009629,1.145704745812074,1.1185909994861112,0.016264100847835788,0.02374347774055536
2022,1.1461651562786297,1.135757359700963,1.187204745812074,1.1563757539305557,0.016085528781793854,0.023621515510601633
2023,1.4451725529452963,1.425575109700963,1.4797047458120742,1.4501508028194445,0.01725216421240514,0.02443090110576087
2024,1.5225534887786296,1.5243210263676297,1.5513833172406457,1.5312866369992209,0.017502565818830848,0.024608363803190595
